datetime,latitude,longitude,magnitude,depth,location,risk_level
2021-04-30 03:29:12,24.87,93.59,2.6,10.0,"31km NNW of Bishnupur, Manipur, India",Low
2021-04-30 02:34:04,23.54,94.8,3.6,10.0,"148km SE of Moirang, Manipur, India",Low
2021-04-30 01:08:23,26.9,92.43,2.8,10.0,"45km NW of Tezpur, Assam, India",Low
2021-04-29 21:02:08,28.16,71.56,3.6,51.0,"172km W of Bikaner, Rajasthan, India",Low
2021-04-29 19:14:48,26.74,92.36,2.8,10.0,"44km WNW of Tezpur, Assam, India",Low
2021-04-29 16:17:33,26.59,92.47,3.3,26.0,"32km WSW of Tezpur, Assam, India",Low
2021-04-29 15:37:47,8.47,77.51,2.3,5.0,"63km E of Thiruvananthapuram, Kerala, India",Low
2021-04-29 13:04:20,26.61,92.33,3.6,27.0,"46km W of Tezpur, Assam, India",Low
2021-04-29 07:13:36,26.86,93.01,2.8,30.0,"31km NE of Tezpur, Assam, India",Low
2021-04-29 02:38:33,26.73,92.42,2.7,11.0,"38km WNW of Tezpur, Assam, India",Low
2021-04-29 01:52:26,26.73,92.43,2.7,16.0,"37km WNW of Tezpur, Assam, India",Low
2021-04-29 01:41:49,26.78,92.4,2.3,11.0,"41km WNW of Tezpur, Assam, India",Low
2021-04-29 01:20:53,26.72,92.43,4.6,19.0,"36km W of Tezpur, Assam, India",Medium
2021-04-29 01:10:24,26.71,92.4,2.9,19.0,"39km W of Tezpur, Assam, India",Low
2021-04-29 00:24:02,26.76,92.93,2.6,18.0,"18km NE of Tezpur, Assam, India",Low
2021-04-28 23:07:54,16.86,75.72,2.6,5.0,"158km E of Kolhapur, Maharashtra, India",Low
2021-04-28 21:38:11,26.73,92.38,2.8,15.0,"41km W of Tezpur, Assam, India",Low
2021-04-28 17:39:57,26.62,92.4,3.0,19.0,"39km W of Tezpur, Assam, India",Low
2021-04-28 17:04:04,32.14,76.61,2.7,5.0,"28km ESE of Dharamshala, Himachal Pradesh, India",Low
2021-04-28 15:55:48,26.77,92.36,2.9,10.0,"44km WNW of Tezpur, Assam, India",Low
2021-04-28 14:34:52,26.83,92.5,3.4,10.0,"35km NW of Tezpur, Assam, India",Low
2021-04-28 12:32:06,26.36,92.38,2.9,23.0,"52km SW of Tezpur, Assam, India",Low
2021-04-28 10:39:12,26.62,92.46,3.4,10.0,"33km W of Tezpur, Assam, India",Low
2021-04-28 10:05:54,26.39,92.52,3.2,27.0,"39km SW of Tezpur, Assam, India",Low
2021-04-28 08:44:34,26.59,92.46,3.6,25.0,"33km WSW of Tezpur, Assam, India",Low
2021-04-28 08:25:40,26.54,92.45,3.6,26.0,"36km WSW of Tezpur, Assam, India",Low
2021-04-28 08:13:21,26.69,92.41,4.0,20.0,"38km W of Tezpur, Assam, India",Medium
2021-04-28 08:03:01,26.74,92.42,4.7,15.0,"38km WNW of Tezpur, Assam, India",Medium
2021-04-28 07:51:25,26.69,92.36,6.4,17.0,"43km W of Tezpur, Assam, India",High
2021-04-27 19:10:43,28.98,76.72,3.0,10.0,"14km NE of Rohtak, Haryana, India",Low
2021-04-27 12:42:04,26.81,92.73,2.6,28.0,"18km NNW of Tezpur, Assam, India",Low
2021-04-27 10:47:13,36.31,75.67,4.5,158.0,"199km NNW of Kargil, Laddakh, India",Medium
2021-04-27 10:39:11,25.43,91.9,3.0,5.0,"16km S of Shillong, Meghalaya, India",Low
2021-04-25 05:23:39,32.76,76.2,2.2,5.0,"61km N of Dharamshala, Himachal Pradesh, India",Low
2021-04-24 00:53:23,28.53,94.56,2.8,10.0,"62km NNW of Basar, Arunachal Pradesh, India",Low
2021-04-22 08:38:57,30.63,87.32,3.8,10.0,"355km NNW of Lachung, Sikkim, India",Low
2021-04-22 05:55:45,31.36,76.82,2.7,10.0,"27km SSW of Mandi, Himachal Pradesh, India",Low
2021-04-22 05:54:21,31.37,76.58,2.9,8.0,"40km SW of Mandi, Himachal Pradesh, India",Low
2021-04-22 04:06:01,37.7,76.11,3.6,10.0,"349km N of Kargil, Laddakh, India",Low
2021-04-22 01:04:56,11.55,93.62,4.3,35.0,"97km E of Portblair, Andaman and Nicobar island, India",Medium
2021-04-21 18:58:31,29.78,89.61,4.3,170.0,"247km NNE of Lachung, Sikkim, India",Medium
2021-04-20 15:33:43,17.42,73.79,2.8,5.0,"93km NNW of Kolhapur, Maharashtra, India",Low
2021-04-20 15:21:57,17.4,73.78,2.9,5.0,"91km NNW of Kolhapur, Maharashtra, India",Low
2021-04-19 17:42:39,28.78,89.34,4.3,75.0,"134km NNE of Lachung, Sikkim, India",Medium
